Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
運転 性格 診断,Informational,110,"0.79,1.00,0.79,1.00,0.79,0.64,1.00,1.00,0.79,1.00,1.00,1.00",16,0.00,0.33,"Image pack, Video, People also ask"
選択 必須,Informational,110,"1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.40",21,0.00,0.33,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
野球 ポジション 性格 診断,Informational,110,"1.00,1.00,1.00,0.79,1.00,0.64,0.64,0.79,0.50,0.79,1.00,0.79",10,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
面白い 心理 テスト 無料,Informational,110,"0.53,0.82,0.82,1.00,0.82,0.53,0.53,0.41,0.53,0.29,0.41,0.41",16,0.00,0.02,"Sitelinks, Reviews, Video, Related searches"
16 種類 性格,Informational,90,"0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08",24,0.00,0.10,"Image pack, Video, People also ask, Related searches"
big five test,Informational,90,"0.64,0.50,0.79,0.79,1.00,0.79,0.50,0.50,0.36,0.64,0.79,0.64",16,0.68,0.31,"AI Overview, Reviews, Video, People also ask, Related searches"
mbti np,Informational,90,"1.00,0.01,0.06,0.01,0.07,0.01,0.04,0.03,0.01,0.12,0.01,0.01",20,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti ビッグ ファイブ,Informational,90,"0.15,0.04,0.44,0.02,0.29,1.00,0.04,0.10,0.02,0.02,0.23,0.02",23,0.43,0.14,"Sitelinks, AI Overview, Image pack, Video, People also ask"
mbti 外見,Informational,90,"0.01,0.29,1.00,0.01,0.01,0.01,0.10,0.01,0.01,0.03,0.01,0.01",30,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti 理論,Informational,90,"0.79,0.79,0.79,0.79,0.79,0.50,0.64,0.50,0.50,0.79,0.79,1.00",26,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mpbi,Informational,90,"0.01,1.00,0.36,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01",22,0.00,0.05,"AI Overview, Video, People also ask, Related searches"
mtib,Informational,90,"0.81,0.03,0.09,1.00,0.06,0.03,0.03,0.03,0.34,0.44,0.03,0.12",14,0.43,0.04,"People also ask, Related searches, Ads bottom"
neris type explorer,Informational,90,"0.02,0.19,0.02,1.00,0.05,0.81,0.02,0.05,0.02,0.12,0.36,0.02",25,0.41,0.18,"AI Overview, Reviews, Video, People also ask, Related searches"
psa 診断,Informational,90,"0.82,1.00,0.82,1.00,0.82,0.82,1.00,0.64,0.64,1.00,0.27,0.18",13,0.00,0.33,"Reviews, Image, People also ask, Related searches"
twitter 性格 診断,Informational,90,"1.00,0.65,0.42,0.19,0.27,0.81,0.08,0.12,0.04,0.04,0.04,0.04",16,0.00,0.01,"Video, People also ask, Related searches"
web テスト パーソナリティ,Informational,90,"0.52,0.14,0.24,0.52,0.33,0.24,0.43,0.33,0.67,0.52,0.43,1.00",11,1.69,0.07,"Sitelinks, AI Overview, Video, People also ask, Related searches"
おそ松 さん 性格 診断,Informational,90,"1.00,0.82,0.65,1.00,0.53,0.65,0.53,0.29,0.41,0.18,0.41,0.65",10,0.00,0.33,"Reviews, Image, Image pack, Video, Related searches"
おもしろ 性格 診断,Informational,90,"0.64,0.64,0.50,0.50,0.50,0.79,0.64,0.64,1.00,0.79,1.00,0.50",23,0.00,0.02,"Sitelinks, Video, Related searches"
しん り て,Informational,90,"1.00,0.82,1.00,1.00,0.82,0.64,1.00,0.82,0.82,0.82,0.82,0.64",20,0.00,0.33,"Sitelinks, Reviews, Video, Video carousel, Related searches"
たい 焼き 性格 診断,Informational,90,"0.03,0.02,0.29,0.02,1.00,0.19,0.02,0.02,0.02,0.02,0.02,0.02",29,0.00,0.33,"Image pack, Video, People also ask, Related searches"
は ぎぃ,Informational,90,"0.06,0.06,0.12,1.00,0.12,0.06,0.29,0.06,0.06,0.06,0.12,0.06",32,0.00,0.33,"Image, Image pack, Video"
アイデンティティ 診断,Informational,90,"0.53,0.41,0.29,0.41,0.53,0.65,0.65,0.29,0.29,1.00,0.82,0.65",16,0.45,0.33,"Video, People also ask, Related searches"
アロマ 性格 診断,Navigational,90,"0.02,1.00,0.66,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02",16,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
クイズ 診断,Informational,90,"0.02,0.02,0.02,0.02,0.02,1.00,0.29,0.02,0.36,0.02,0.02,0.02",20,0.00,0.33,"Video, Related searches"
クレイジー 度 診断,Informational,90,"1.00,0.24,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.36",9,0.00,0.33,Related searches
ケチ 診断,Informational,90,"1.00,1.00,1.00,0.82,0.64,0.64,1.00,0.82,1.00,0.64,0.82,0.64",11,0.00,0.01,Related searches
サイグラム 診断 無料,Informational,90,"0.12,1.00,0.06,0.18,0.06,0.24,0.41,0.53,0.06,0.06,0.06,0.06",13,0.00,0.33,"Sitelinks, AI Overview, People also ask, Related searches"
サッカー ポジション 性格 診断,Informational,90,"0.33,0.43,0.33,0.43,0.43,0.43,0.43,0.33,0.43,0.52,0.67,1.00",11,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
ステータス 診断,Commercial,90,"0.79,0.79,1.00,0.79,0.64,0.64,0.64,0.50,0.79,0.50,0.50,0.36",14,0.00,0.33,"Sitelinks, People also ask, Related searches"
デルタ 診断,Navigational,90,"1.00,0.04,0.04,0.42,0.42,0.04,0.04,0.04,0.12,0.04,0.04,0.08",28,0.00,0.05,"Sitelinks, Video, Related searches"
ドジ 度 診断,Informational,90,"1.00,0.81,0.05,0.43,0.05,0.14,0.05,0.14,0.05,0.24,0.05,0.10",8,0.00,0.33,Related searches
ドラえもん 性格 診断,Informational,90,"0.36,0.09,0.09,1.00,0.09,0.09,0.18,0.09,0.45,0.18,0.18,0.36",5,0.00,0.33,"Sitelinks, Image, Image pack, Video, Related searches"
パーソナル チェック,Informational,90,"0.01,0.04,0.01,0.01,0.01,0.01,1.00,0.07,0.06,0.06,0.01,0.01",15,0.00,0.33,"AI Overview, People also ask, Related searches"
ヒソカ の オーラ 別 性格 診断,Informational,90,"0.22,0.22,0.28,0.53,0.16,0.22,0.34,0.28,0.44,0.53,0.66,1.00",14,0.00,0.33,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
プロフィール 性格,Informational,90,"0.33,0.33,0.67,0.67,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33",11,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
ミネソタ 多面 人格 テスト 無料,Informational,90,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.33,0.33,0.11",21,0.00,0.06,"AI Overview, Reviews, Video, People also ask, Related searches, Ads bottom"
世間 知らず 診断,Informational,90,"0.82,1.00,1.00,1.00,1.00,0.82,0.82,0.64,0.82,0.82,0.82,0.64",20,0.20,0.06,"People also ask, Related searches"
主要 5 因子 性格 検査,Informational,90,"1.00,0.02,0.02,0.02,0.07,0.02,0.02,0.03,0.12,0.02,0.02,0.03",16,0.30,0.12,"AI Overview, Video, Knowledge panel, Related searches"
体重 診断 辛口,Informational,90,"1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.29,0.06,0.53,0.06,0.12",15,0.00,0.33,"Sitelinks, People also ask, Related searches"
何 診断,Informational,90,"0.02,0.04,0.02,1.00,1.00,0.23,0.04,0.02,0.02,0.02,0.02,0.02",26,0.00,0.33,"Video, People also ask, Related searches"
優等生 診断,Informational,90,"1.00,0.10,0.05,0.52,0.81,0.67,0.05,0.05,0.10,0.05,0.05,0.05",9,0.00,0.01,"Video, Related searches"
免許 性格 診断,Informational,90,"1.00,0.19,0.15,0.03,0.01,0.01,0.07,0.03,0.01,0.01,0.07,0.04",17,0.00,0.02,"Video, People also ask, Related searches"
冷静 診断,Informational,90,"0.06,1.00,0.06,0.06,0.65,0.18,0.12,0.06,0.53,0.06,0.06,0.06",12,0.00,0.02,"People also ask, Related searches"
分析 する 人,Informational,90,"1.00,0.64,0.79,0.79,0.64,0.79,0.79,0.64,0.50,0.50,0.50,0.50",24,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
口喧嘩 強い 診断,Informational,90,"1.00,0.52,0.33,0.67,0.67,0.52,0.33,0.33,0.14,0.14,0.19,0.10",13,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
女心 テスト,Informational,90,"0.02,1.00,0.02,0.02,0.08,0.02,0.02,0.15,0.04,0.04,0.02,0.02",14,0.00,0.33,"Video, People also ask, Related searches"
女性 診断,Informational,90,"0.43,0.67,0.52,0.52,0.52,0.52,0.33,0.33,0.43,0.33,0.67,1.00",21,0.00,0.02,"Image pack, Related searches"
好き な アーティスト 性格 診断,Informational,90,"1.00,1.00,1.00,1.00,0.64,0.82,0.82,1.00,0.64,0.45,0.82,0.64",22,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
好き な バンド 性格 診断,Informational,90,"0.03,0.03,0.44,0.13,0.03,0.28,0.36,1.00,0.18,0.03,0.03,0.10",17,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
学部 診断 テスト,Commercial,90,"0.02,0.02,0.04,0.02,0.02,0.10,0.06,0.02,0.81,1.00,0.23,0.23",30,0.20,0.33,"People also ask, Related searches"
寝 方 性格 診断,Informational,90,"0.64,1.00,0.64,1.00,1.00,1.00,1.00,0.82,0.64,0.82,0.82,0.82",25,0.00,0.33,"Image pack, Video, People also ask, Related searches"
当たる 占い 無料 性格,Informational,90,"0.02,0.23,0.29,0.10,1.00,0.02,0.02,0.02,0.10,0.04,0.02,0.02",16,0.04,0.28,"Sitelinks, Related searches"
彼氏 の 性格 診断,Informational,90,"1.00,0.82,0.18,0.65,0.06,0.06,0.12,0.06,0.06,0.06,0.18,0.18",19,0.00,0.02,"Video, People also ask, Related searches"
彼氏 性格 診断,Informational,90,"1.00,0.12,0.12,0.03,0.01,0.01,0.05,0.01,0.03,0.01,0.08,0.01",17,0.00,0.33,"Video, Related searches"
心理 テスト 4 択 性格,Informational,90,"0.01,0.08,0.01,0.01,0.01,0.01,0.02,1.00,0.01,0.01,0.06,0.01",14,0.00,0.00,"Sitelinks, Video, People also ask, Related searches"
心理 テスト 盛り上がる 性格,Informational,90,"0.34,1.00,0.53,0.66,0.06,0.09,0.03,0.03,0.06,0.03,0.03,0.03",13,0.00,0.33,"Sitelinks, Video, Related searches"
心理 性格 テスト,Informational,90,"0.01,0.01,0.03,0.01,0.01,0.03,0.03,0.03,0.01,1.00,0.01,0.01",29,0.00,0.03,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
性根 が 腐っ てる 診断,Informational,90,"0.50,0.79,0.79,0.79,0.79,0.64,1.00,0.50,0.64,0.50,0.50,0.50",19,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
性格 チャート,Informational,90,"0.19,0.19,0.52,0.10,0.05,0.05,0.14,0.05,0.05,1.00,0.67,1.00",21,0.00,0.02,"Image pack, People also ask, Related searches"
性格 心理 テスト 男,Informational,90,"0.06,0.06,0.06,0.18,0.65,0.53,0.82,1.00,0.82,1.00,1.00,1.00",11,0.00,0.03,"Sitelinks, AI Overview, Video, Related searches, Ads bottom"
性格 検査 無料,Commercial,90,"0.02,0.02,1.00,0.29,0.02,0.02,0.08,0.05,0.19,0.02,0.02,0.03",29,0.56,0.57,"Video, Related searches"
性格 診断 entj,Informational,90,"0.79,0.79,0.64,1.00,0.64,0.64,0.50,0.36,0.64,0.50,1.00,0.50",15,0.38,0.11,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 クイズ,Informational,90,"0.82,1.00,1.00,0.82,1.00,0.64,0.82,0.64,1.00,0.64,0.82,0.45",30,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
性格 診断 チャート,Informational,90,"1.00,0.01,0.36,0.10,0.01,0.01,0.29,0.19,0.01,0.01,0.03,0.01",18,0.00,0.04,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
性格 診断 テスト 就職,Informational,90,"0.79,0.79,1.00,0.79,0.79,0.64,0.50,0.36,0.50,0.50,0.50,0.79",15,1.18,0.54,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
性格 診断 芸術 家,Informational,90,"0.29,0.29,0.14,0.14,1.00,0.14,0.57,0.14,0.29,0.43,0.14,0.14",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 適職,Commercial,90,"1.00,0.82,1.00,1.00,1.00,0.64,0.64,0.82,1.00,1.00,0.82,1.00",34,1.46,0.54,"Sitelinks, AI Overview, Related searches, Ads bottom"
性格 質問,Informational,90,"0.16,0.44,0.66,1.00,0.53,0.03,0.03,0.16,0.03,0.03,0.06,0.22",19,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches, Ads bottom, Ads middle"
性格 類型,Informational,90,"0.54,0.12,0.36,0.15,0.01,1.00,0.01,0.06,0.01,0.12,0.01,0.01",23,0.00,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
才能 免許 証,Navigational,90,"0.65,1.00,0.82,0.65,0.65,0.41,0.41,0.29,0.53,0.24,0.18,0.24",15,0.00,0.02,"Sitelinks, Related searches"
構成 する 8 性格,Navigational,90,"1.00,0.29,0.44,0.36,0.02,0.02,0.02,0.12,0.02,0.02,0.05,0.12",17,0.32,0.07,"Sitelinks, AI Overview, Related searches"
母性 診断,Informational,90,"0.54,0.65,0.04,1.00,0.04,0.42,0.04,0.15,0.35,0.04,0.15,0.08",11,0.00,0.01,"AI Overview, People also ask, Related searches"
水 見 式 性格 診断,Informational,90,"0.41,0.82,0.53,0.41,0.41,0.65,0.65,0.65,0.65,0.65,0.82,1.00",8,0.00,0.33,"Image pack, Video, Related searches"
無料 占い 自己 分析,Informational,90,"0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",13,0.10,0.17,"Sitelinks, Video, Related searches"
特性 検査,Informational,90,"0.15,0.03,0.01,0.03,0.03,0.54,1.00,0.01,0.10,0.03,1.00,0.06",12,0.82,0.10,"AI Overview, Image pack, Video, People also ask, Related searches"
犬 性格 診断 無料,Informational,90,"0.01,0.01,1.00,0.07,0.01,0.01,0.10,0.01,0.10,0.01,0.01,0.07",15,0.00,0.33,"Image pack, Video, People also ask, Related searches"
異 能 診断,Informational,90,"0.02,0.10,0.02,0.02,0.54,0.02,0.04,1.00,0.02,0.02,0.02,0.10",15,0.00,0.33,"People also ask, Related searches"
相手 が 自分 を どう 思っ て いるか 心理 テスト,Informational,90,"0.04,0.01,0.01,0.12,0.12,0.01,0.15,1.00,0.01,0.01,0.01,0.01",25,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
簡単 性格 診断 テスト,Informational,90,"0.81,0.35,0.42,1.00,0.04,0.27,0.27,0.04,0.08,0.04,0.04,0.27",30,0.14,0.13,"Reviews, Video, Related searches"
自分 の 癖 診断,Commercial,90,"0.64,0.64,0.64,0.45,0.64,0.82,1.00,1.00,1.00,1.00,0.82,1.00",16,0.19,0.13,"Image pack, Video, People also ask, Related searches"
自己 中 度 診断,Informational,90,"0.12,0.06,1.00,0.65,0.06,0.06,0.12,0.06,0.06,0.06,0.06,0.12",16,0.00,0.01,"People also ask, Related searches"
自己 中心 的 な 人 診断,Informational,90,"1.00,0.79,0.79,0.64,0.64,0.79,0.50,0.50,0.64,0.79,0.64,0.64",14,0.12,0.23,"Video, People also ask, Related searches"
自己 分析 占い,Informational,90,"0.67,0.52,0.52,1.00,0.05,0.05,0.19,0.10,0.05,0.43,0.05,0.05",15,0.31,0.34,"Sitelinks, Reviews, Video, People also ask, Related searches"
自己 分析 占い 無料,Informational,90,"0.02,0.02,0.01,1.00,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.01",15,0.10,0.17,"Sitelinks, People also ask, Related searches"
自己 分析 性格 診断,Commercial,90,"0.02,0.02,0.02,0.05,0.02,0.03,0.02,1.00,0.54,0.02,0.02,0.05",24,0.40,0.59,"Reviews, Image pack, Video, People also ask, Related searches"
自己 紹介 診断,Informational,90,"0.50,0.64,0.50,0.79,1.00,1.00,0.64,0.50,0.79,0.79,0.79,0.50",11,0.00,0.01,Related searches
観察 力 診断,Commercial,90,"0.19,1.00,0.02,0.02,0.19,0.02,0.12,0.02,0.02,0.02,0.07,0.03",13,0.00,0.02,"Video, Related searches"
診断 テスト 人気,Informational,90,"0.50,0.36,0.79,1.00,0.64,0.50,1.00,0.79,0.79,0.79,0.64,1.00",23,0.15,0.06,"AI Overview, People also ask, Related searches"
診断 フォーム,Commercial,90,"0.35,0.02,0.04,0.02,1.00,0.44,0.35,0.02,0.02,0.02,0.04,0.02",13,0.00,0.02,"Related searches, Ads middle"
診断 自分,Commercial,90,"1.00,0.64,0.82,1.00,1.00,1.00,0.82,0.64,0.64,1.00,1.00,0.82",27,1.64,0.09,"Video, People also ask, Related searches"
誕生 日 性格 診断 365 日,Informational,90,"1.00,0.52,1.00,0.05,0.05,0.33,0.19,0.05,0.05,0.05,0.24,0.05",21,0.00,0.01,"Reviews, Related searches"
調べる の が 好き 性格,Informational,90,"0.19,1.00,0.54,0.01,0.01,0.01,0.03,0.10,0.03,0.01,0.01,0.01",21,0.00,0.33,"Sitelinks, AI Overview, People also ask, Related searches"
質問 性格,Informational,90,"0.02,0.66,0.44,0.54,1.00,0.02,0.02,0.05,0.02,0.07,0.02,0.03",25,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
軽い 女 診断,Informational,90,"0.01,0.15,1.00,0.24,0.01,0.01,0.03,0.07,0.01,0.01,0.01,0.01",10,0.00,0.33,"Video, People also ask, Related searches"
部活 選び 診断,Informational,90,"0.78,1.00,0.11,0.11,0.11,0.11,0.22,0.22,0.44,0.11,0.11,0.56",8,0.00,0.33,"Video, People also ask, Related searches"
面白い 性格,Informational,90,"0.82,0.64,1.00,1.00,1.00,0.82,0.82,1.00,1.00,0.82,0.82,0.64",25,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
16 personalities entertainer,Informational,70,"0.25,0.25,0.25,0.25,0.75,0.75,0.50,0.25,1.00,0.25,0.25,0.25",19,0.00,0.33,"Sitelinks, Image, Image pack, Video, Related searches"
16 タイプ 診断 キャラクター,Informational,70,"0.14,0.52,0.52,0.52,0.43,0.33,0.24,0.33,1.00,0.81,0.33,0.33",31,0.00,0.33,"Image, Image pack, Video, Related searches"
16 性格 診断 割合,Informational,70,"0.14,1.00,0.07,0.07,0.07,0.50,0.07,0.07,0.50,0.36,0.07,0.07",18,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
16persons,Navigational,70,"0.25,0.25,1.00,0.25,1.00,0.25,0.50,0.25,1.00,0.25,0.25,0.50",27,0.51,0.16,"Sitelinks, Reviews, Video, People also ask, Related searches"
big five テスト,Informational,70,"0.25,0.50,0.50,0.75,0.25,0.25,0.25,0.25,0.25,0.50,0.25,1.00",10,0.54,0.38,"Reviews, Image pack, Video, People also ask, Related searches, Ads top, Ads bottom"
epps 性格 検査,Informational,70,"0.33,0.10,0.67,0.10,0.05,0.05,0.67,1.00,0.10,0.10,0.05,0.10",9,0.00,0.02,"AI Overview, People also ask, Related searches"
mbti イケメン,Informational,70,"0.50,0.50,0.50,0.50,0.50,0.64,0.79,0.79,0.79,1.00,0.64,0.64",29,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
mbti 受験,Informational,70,"0.04,0.02,0.02,0.02,1.00,0.02,0.06,0.04,0.02,0.15,0.10,0.04",15,0.00,0.33,"Video, People also ask, Related searches"
mbti 容姿,Informational,70,"0.15,0.42,0.42,1.00,0.04,0.04,0.04,0.04,0.12,0.04,0.12,0.35",30,0.00,0.33,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
mbti 批判,Informational,70,"0.57,0.14,0.14,0.71,0.29,0.14,0.29,1.00,0.14,0.14,0.14,0.14",30,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
ほくろ 性格 診断,Informational,70,"0.07,1.00,0.01,0.01,0.04,0.01,0.01,0.01,0.04,0.03,0.01,0.01",16,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
も ちら ぼ,Informational,70,"0.08,0.35,0.27,0.04,1.00,0.19,0.04,0.19,0.54,0.15,0.15,0.04",26,0.00,0.33,"Video, People also ask, Related searches"
よく 当たる 性格 診断,Informational,70,"0.05,0.23,1.00,0.03,0.03,0.10,0.10,0.03,0.03,0.23,0.05,0.03",33,0.11,0.33,"AI Overview, Video, Related searches"
エフビーアイ 診断,Informational,70,"0.03,0.54,0.54,1.00,0.03,0.03,0.03,0.08,0.10,0.03,0.03,0.03",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
エム スキップ,Navigational,70,"1.00,0.36,0.09,0.18,0.09,0.09,0.09,0.09,0.09,0.09,0.18,0.36",29,0.00,0.33,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches"
オーラ 性格 診断,Informational,70,"1.00,0.03,0.44,0.03,0.03,0.13,0.03,0.03,0.10,0.10,0.03,0.44",21,0.00,0.33,"Image pack, Video, People also ask, Related searches"
コンプレックス 診断,Informational,70,"0.06,1.00,0.24,0.06,0.06,0.06,0.06,0.18,0.06,0.06,0.06,0.06",14,0.00,0.03,"People also ask, Related searches"
ダークコア 性格 診断,Informational,70,"1.00,0.02,0.29,0.02,0.02,0.08,0.06,0.04,0.02,0.02,0.02,0.02",17,0.00,0.03,"AI Overview, Video, People also ask, Related searches"
一人称 診断,Informational,70,"0.02,1.00,0.02,0.24,0.02,0.02,0.02,0.12,0.02,0.12,0.02,0.02",13,0.00,0.33,Related searches
世にも 奇妙 な 物語 診断,Informational,70,"0.03,0.03,0.13,0.10,0.05,0.67,0.05,0.03,0.03,0.18,0.08,1.00",23,0.00,0.33,"Image, Image pack, Video carousel, People also ask, Related searches"
人 の 性格 が わかる 能力,Informational,70,"0.29,0.02,0.06,1.00,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.04",12,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
人 性格,Informational,70,"1.00,0.03,0.28,0.03,0.03,0.03,0.08,0.44,0.03,0.05,0.10,0.08",26,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
人間 テスト,Navigational,70,"0.04,0.12,1.00,0.81,0.04,0.12,0.04,0.04,0.04,0.04,0.08,0.12",27,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
人間 レベル 診断,Informational,70,"0.34,0.03,0.03,0.03,0.44,0.03,0.03,0.03,1.00,0.06,0.12,0.09",8,0.25,0.07,"Video, Related searches"
個性 診断 無料,Commercial,70,"0.08,0.02,1.00,0.02,0.02,0.02,0.06,0.04,0.19,0.02,0.02,0.04",24,0.19,0.28,Related searches
勉強 スタイル 診断,Commercial,70,"0.03,0.02,0.05,0.03,1.00,0.02,0.07,0.12,0.03,0.07,0.03,0.02",12,0.23,0.33,"Sitelinks, Video, People also ask, Related searches, Ads top"
占い 当たる 無料 性格,Informational,70,"0.05,1.00,0.52,0.05,0.52,0.05,0.14,0.33,0.10,0.24,0.05,0.14",13,0.04,0.33,"Video, Related searches"
取り柄 が ない 診断,Informational,70,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.14,1.00,0.14",16,0.08,0.33,"Video, Related searches"
女 に なりたい 診断,Informational,70,"0.82,0.64,0.82,1.00,0.82,1.00,0.82,0.64,0.82,1.00,0.82,0.82",19,0.00,0.33,Related searches
学習 の 診断,Informational,70,"0.02,0.02,0.44,0.02,0.02,0.02,1.00,0.23,0.02,0.02,0.19,0.02",2,0.00,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
役者 に 向い てる 診断,Informational,70,"0.43,0.71,0.29,0.43,0.14,0.14,0.57,0.29,1.00,0.43,0.14,0.43",17,0.46,0.33,"Video, People also ask, Related searches"
得意 科目 診断,Informational,70,"0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25",15,0.00,0.02,"People also ask, Related searches"
心理 テスト 本性,Informational,70,"1.00,0.03,0.06,0.03,0.22,0.03,0.03,0.03,0.03,0.03,0.03,0.03",24,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches"
心理 テスト 男 性格,Informational,70,"0.06,0.06,0.06,0.18,0.65,0.53,0.82,1.00,0.82,1.00,1.00,1.00",14,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
思想 チェック,Informational,70,"0.23,0.02,0.08,1.00,0.02,0.02,0.04,0.15,0.02,0.02,0.02,0.02",28,0.00,0.33,"AI Overview, Related searches"
性格 の 特徴,Informational,70,"0.10,0.05,0.05,0.05,0.14,0.19,0.67,0.52,0.52,1.00,0.10,0.05",20,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 テスト 就職,Commercial,70,"0.44,0.02,0.02,1.00,0.02,0.02,0.02,0.02,0.05,0.02,0.03,0.02",16,1.33,0.53,"Sitelinks, Video, People also ask, Related searches, Ads top, Ads middle"
性格 特性 診断,Informational,70,"0.81,1.00,0.52,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.10,0.05",30,0.28,0.66,"Reviews, Video, People also ask, Related searches"
性格 美人 度 診断,Informational,70,"0.67,0.05,0.05,1.00,0.05,0.33,0.05,0.05,0.10,0.05,0.05,0.05",14,0.00,0.33,"People also ask, Related searches"
性格 診断 estp,Informational,70,"1.00,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.08,0.07",17,0.33,0.14,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 名前 生年 月 日,Informational,70,"0.07,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1.00,0.14",10,0.06,0.33,"Sitelinks, Related searches"
性格 診断 子供 向け,Commercial,70,"0.05,0.03,0.03,0.03,0.18,0.03,0.03,0.03,0.18,1.00,0.28,0.10",14,0.00,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
柴犬 性格 診断,Informational,70,"0.02,0.02,1.00,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02",10,0.00,0.01,"AI Overview, Image pack, Video, People also ask, Related searches"
漢字 性格 診断,Informational,70,"0.25,0.25,0.25,0.75,0.25,0.25,1.00,0.25,0.25,0.50,0.25,0.25",23,0.00,0.33,"Image pack, Video, Related searches"
玉手箱 性格 診断,Informational,70,"0.45,0.09,0.09,0.27,0.09,0.09,0.64,0.09,0.82,0.18,0.27,1.00",11,1.28,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
理想 の 女性 診断,Informational,70,"1.00,0.67,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.18,0.05,0.13",19,0.00,0.01,"Image pack, Related searches"
理解 力 診断,Informational,70,"1.00,0.44,0.66,0.16,0.03,0.03,0.06,0.06,0.03,0.16,0.03,0.06",13,0.00,0.07,"Reviews, Video, People also ask, Related searches"
相性 性格 診断,Informational,70,"0.02,0.02,0.02,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.24,1.00",20,0.00,0.03,"Sitelinks, Image pack, Video, People also ask, Related searches"
短期 診断,Informational,70,"0.06,0.06,0.06,0.06,0.24,0.06,0.41,0.06,0.06,0.06,0.41,1.00",10,0.00,0.02,Related searches
