Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
enfp 動物,53,53,110,27,0.00,https://character-seikaku.memo.wiki/d/ENFP,0,0,0.00,0.33,123,"24, 29, 19, 1, 1, 1, 100, 1, 3, 1, 1, 1",2026-08-13,"Image pack, People also ask, Related searches, AI overview",informational,Organic
エニアグラム タイプ 2,34,34,480,14,0.00,https://character-seikaku.memo.wiki/d/%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%20%A5%BF%A5%A4%A5%D72,0,0,0.00,0.01,105,"100, 100, 100, 100, 100, 81, 81, 66, 66, 66, 81, 66",2026-07-15,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
マイリトルポニー 診断,12,12,70,4,0.00,https://character-seikaku.memo.wiki/d/%A5%DE%A5%A4%A5%EA%A5%C8%A5%EB%A5%DD%A5%CB%A1%BC%A1%C1%A5%C8%A5%E2%A5%C0%A5%C1%A4%CF%CB%E2%CB%A1%A1%C1,0,0,0.00,0.33,97,"42, 4, 4, 4, 8, 4, 4, 100, 54, 54, 4, 8",2026-06-28,"Reviews, Video, Related searches",commercial,Organic
サイレン キャラ,53,53,320,33,0.00,https://character-seikaku.memo.wiki/d/SIREN,0,0,0.00,0.33,149,"36, 30, 44, 30, 36, 19, 100, 24, 24, 24, 24, 24",2026-06-30,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
ミッキー マウス 性格,65,65,140,30,0.00,https://character-seikaku.memo.wiki/d/%A5%C7%A5%A3%A5%BA%A5%CB%A1%BC%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC,0,0,0.00,0.33,109,"42, 27, 100, 100, 81, 42, 35, 35, 35, 42, 54, 54",2026-08-05,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ミッキー マウス 性格,67,67,140,30,0.00,https://character-seikaku.memo.wiki/d/%A5%C7%A5%A3%A5%BA%A5%CB%A1%BC%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC,0,0,0.00,0.33,109,"42, 27, 100, 100, 81, 42, 35, 35, 35, 42, 54, 54",2026-08-05,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
梓川 咲 太,70,70,4400,29,0.00,https://character-seikaku.memo.wiki/d/%C0%C4%BD%D5%A5%D6%A5%BF%CC%EE%CF%BA%A4%CF%A5%D0%A5%CB%A1%BC%A5%AC%A1%BC%A5%EB%C0%E8%C7%DA%A4%CE%CC%B4%A4%F2%B8%AB%A4%CA%A4%A4,0,0,0.00,0.33,136,"44, 100, 82, 100, 55, 29, 29, 24, 19, 29, 36, 29",2026-07-08,"Knowledge panel, Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Short videos","informational, transactional",Organic
アリエッティ 大き さ,51,51,140,21,0.00,https://character-seikaku.memo.wiki/d/%BC%DA%A4%EA%A4%B0%A4%E9%A4%B7%A4%CE%A5%A2%A5%EA%A5%A8%A5%C3%A5%C6%A5%A3,0,0,0.00,0.33,84,"82, 82, 65, 82, 82, 53, 65, 53, 53, 100, 82, 82",2026-07-27,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ユーリ オン アイス 犬,38,38,70,21,0.00,https://character-seikaku.memo.wiki/d/%A5%E6%A1%BC%A5%EA%21%21%21%20on%20ICE,0,0,0.00,0.33,160,"9, 3, 3, 6, 6, 100, 3, 100, 3, 16, 3, 3",2026-08-07,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ユーリ オン アイス 犬,46,46,70,21,0.00,https://character-seikaku.memo.wiki/d/%A5%E6%A1%BC%A5%EA%21%21%21%20on%20ICE,0,0,0.00,0.33,160,"9, 3, 3, 6, 6, 100, 3, 100, 3, 16, 3, 3",2026-08-07,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ユーリ オン アイス 犬,52,52,70,21,0.00,https://character-seikaku.memo.wiki/d/%A5%E6%A1%BC%A5%EA%21%21%21%20on%20ICE,0,0,0.00,0.33,160,"9, 3, 3, 6, 6, 100, 3, 100, 3, 16, 3, 3",2026-08-07,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ワンピース 相性 診断,37,37,70,13,0.00,https://character-seikaku.memo.wiki/d/%A5%EF%A5%F3%A5%D4%A1%BC%A5%B9,0,0,0.00,0.33,172,"100, 67, 43, 19, 5, 33, 14, 5, 24, 43, 5, 5",2026-08-05,"Reviews, Video, People also ask, Related searches",informational,Organic
ワンピース 相性 診断,42,42,70,13,0.00,https://character-seikaku.memo.wiki/d/%A5%EF%A5%F3%A5%D4%A1%BC%A5%B9,0,0,0.00,0.33,172,"100, 67, 43, 19, 5, 33, 14, 5, 24, 43, 5, 5",2026-08-05,"Reviews, Video, People also ask, Related searches",informational,Organic
東方 相性 診断,31,31,110,11,0.00,https://character-seikaku.memo.wiki/d/%C5%EC%CA%FDproject,0,0,0.00,0.33,109,"65, 82, 65, 82, 65, 65, 65, 100, 53, 53, 53, 41",2026-06-24,"Video, Related searches",informational,Organic
ポケモン 占い,63,63,1300,19,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC%A1%CA%B8%B6%BA%EE%A1%CB,0,0,0.00,0.33,115,"100, 100, 100, 77, 100, 77, 100, 77, 100, 100, 77, 100",2026-07-08,"Image pack, Video, People also ask, Related searches",informational,Organic
ポケモン 占い,81,81,1300,19,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC,0,0,0.00,0.33,115,"100, 100, 100, 77, 100, 77, 100, 77, 100, 100, 77, 100",2026-07-08,"Image pack, Video, People also ask, Related searches",informational,Organic
篠木 敬二,39,39,480,22,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%DF%A5%AC%A5%B7%A5%CD,0,0,0.00,0.33,87,"67, 54, 67, 54, 44, 54, 54, 67, 44, 100, 67, 82",2026-07-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
free アニメ 登場 人物,44,44,170,31,0.00,https://character-seikaku.memo.wiki/d/Free%21,0,0,0.00,0.33,132,"53, 81, 100, 53, 44, 44, 53, 53, 44, 44, 34, 44",2026-07-01,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ハッピー シュガー ライフ キャラ,31,31,480,31,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A5%C3%A5%D4%A1%BC%A5%B7%A5%E5%A5%AC%A1%BC%A5%E9%A5%A4%A5%D5,0,0,0.00,0.33,132,"100, 82, 67, 67, 54, 54, 67, 44, 54, 54, 54, 54",2026-08-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
い 人,44,44,590,18,0.00,https://character-seikaku.memo.wiki/d/E%A1%CA%B3%B0%B8%FE%A1%CB%A4%ABI%A1%CA%C6%E2%B8%FE%A1%CB%A4%AB,0,0,0.00,0.01,148,"100, 100, 82, 100, 82, 82, 82, 67, 82, 82, 82, 67",2026-07-25,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
sp so,48,48,110,22,0.00,https://character-seikaku.memo.wiki/d/%CB%DC%C7%BD%A4%CE%A5%B5%A5%D6%A5%BF%A5%A4%A5%D7,0,0,0.00,0,174,"64, 50, 64, 79, 79, 79, 100, 64, 100, 64, 100, 100",2026-08-07,"People also ask, Related searches, AI overview",informational,Organic
i 型,51,51,480,32,0.00,https://character-seikaku.memo.wiki/d/E%A1%CA%B3%B0%B8%FE%A1%CB%A4%ABI%A1%CA%C6%E2%B8%FE%A1%CB%A4%AB,0,0,0.00,0.33,174,"59, 48, 59, 100, 48, 39, 39, 39, 39, 32, 39, 48",2026-07-05,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
ジョジョ 5 部 占い師,47,47,70,27,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%C2%E85%C9%F4%20%B2%AB%B6%E2%A4%CE%C9%F7,0,0,0.00,0.33,106,"6, 9, 6, 3, 3, 12, 3, 3, 81, 100, 22, 6",2026-07-28,"Sitelinks, Video, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,31,31,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E3%A5%F3%A5%EB%CA%CC%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,41,41,170,16,0.00,https://character-seikaku.memo.wiki/d/%CE%DC%CD%FE%A4%CE%CA%F5%C0%D0,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,59,59,170,16,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,62,62,170,16,0.00,https://character-seikaku.memo.wiki/d/Dr.STONE,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,65,65,170,16,0.00,https://character-seikaku.memo.wiki/d/%A4%B3%A4%CE%C1%C7%C0%B2%A4%E9%A4%B7%A4%A4%C0%A4%B3%A6%A4%CB%BD%CB%CA%A1%A4%F2%A1%AA,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,68,68,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%C0%A5%A4%A5%E4%A4%CEA,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,70,70,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC%A1%CA%B8%B6%BA%EE%A1%CB,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,72,72,170,16,0.00,https://character-seikaku.memo.wiki/d/%B8%B6%BF%C0,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,74,74,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BCSPECIAL,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,76,76,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,79,79,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%C2%E86%C9%F4%20%A5%B9%A5%C8%A1%BC%A5%F3%A5%AA%A1%BC%A5%B7%A5%E3%A5%F3,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,80,80,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BCSPECIAL,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,82,82,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%C2%E86%C9%F4%20%A5%B9%A5%C8%A1%BC%A5%F3%A5%AA%A1%BC%A5%B7%A5%E3%A5%F3,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,85,85,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%20%20%20%C2%E83%C9%F4%20%20%20%20%A5%B9%A5%BF%A1%BC%A5%C0%A5%B9%A5%C8%A5%AF%A5%EB%A5%BB%A5%A4%A5%C0%A1%BC%A5%B9,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,86,86,170,16,0.00,https://character-seikaku.memo.wiki/d/%BC%B7%A4%C4%A4%CE%C2%E7%BA%E1,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,87,87,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%D5%A5%A1%A5%A4%A5%CA%A5%EB%A5%D5%A5%A1%A5%F3%A5%BF%A5%B8%A1%BCXIV,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,88,88,170,16,0.00,https://character-seikaku.memo.wiki/d/%CA%E7%BD%B8%A5%DA%A1%BC%A5%B8%A1%CA%BF%C7%C3%C7%A1%CB,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,89,89,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%C1%A1%A3,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
宝石 の 国 mbti,90,90,170,16,0.00,https://character-seikaku.memo.wiki/d/%A5%EF%A1%BC%A5%EB%A5%C9%A5%C8%A5%EA%A5%AC%A1%BC,0,0,0.00,0.33,102,"100, 81, 67, 81, 81, 81, 81, 67, 67, 67, 81, 52",2026-07-28,"Image pack, People also ask, Related searches",informational,Organic
狂気 の マッド サイエンティスト,71,71,170,30,0.00,https://character-seikaku.memo.wiki/d/Steins%3BGate,0,0,0.00,0.33,102,"100, 67, 81, 100, 81, 81, 67, 100, 81, 100, 100, 100",2026-07-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
性格 種類 キャラ,44,44,320,21,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0.33,111,"100, 100, 100, 82, 82, 100, 82, 67, 100, 100, 67, 67",2026-08-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
性格 種類 キャラ,64,64,320,21,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.33,111,"100, 100, 100, 82, 82, 100, 82, 67, 100, 100, 67, 67",2026-08-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
性格 種類 キャラ,80,80,320,21,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,111,"100, 100, 100, 82, 82, 100, 82, 67, 100, 100, 67, 67",2026-08-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
さよなら を 教え て キャラ,32,0,260,16,0.00,https://character-seikaku.memo.wiki/d/%A4%B5%A4%E8%A4%CA%A4%E9%A4%F2%B6%B5%A4%A8%A4%C6%20%A1%C1comment%20te%20dire%20adieu%A1%C1,0,0,0.00,0.33,136,"67, 54, 67, 54, 67, 82, 82, 67, 67, 67, 82, 100",2026-08-17,"Image pack, Sitelinks, Reviews, Video, People also ask",informational,Organic
狼 ゲーム リツ,31,31,210,30,0.00,https://character-seikaku.memo.wiki/d/%CF%B5%A5%B2%A1%BC%A5%E0,0,0,0.00,0.33,157,"81, 100, 81, 53, 66, 53, 66, 81, 66, 66, 53, 53",2026-07-03,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
intj 性格,62,0,40500,29,0.27,https://character-seikaku.memo.wiki/d/INTJ,0,0,0.00,0.03,136,"82, 100, 82, 82, 82, 82, 100, 82, 100, 100, 100, 100",2026-08-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
約束 の ネバーランド 黒人,36,36,140,29,0.00,https://character-seikaku.memo.wiki/d/%CC%F3%C2%AB%A4%CE%A5%CD%A5%D0%A1%BC%A5%E9%A5%F3%A5%C9,0,0,0.00,0,104,"0, 0, 0, 0, 0, 0, 0, 0, 24, 100, 44, 16",2026-08-08,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
ミハエル アーク ライト,35,35,110,27,0.00,https://character-seikaku.memo.wiki/d/%CD%B7%A1%F9%B5%BA%A1%F9%B2%A6ZEXAL,0,0,0.00,0.33,150,"7, 15, 36, 19, 100, 1, 4, 3, 7, 1, 1, 1",2026-07-18,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
黒子 の バスケ 相関 図,45,45,110,14,0.00,https://character-seikaku.memo.wiki/d/%B9%F5%BB%D2%A4%CE%A5%D0%A5%B9%A5%B1,0,0,0.00,0.33,122,"100, 53, 82, 53, 65, 53, 65, 65, 82, 82, 53, 65",2026-07-09,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
5ch アニキャラ 個別,16,16,210,21,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0,104,"18, 54, 82, 100, 100, 44, 100, 100, 82, 23, 3, 0",2026-07-08,"Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
鬼 滅 の 刃 キャラ 血液 型,61,61,70,24,0.00,https://character-seikaku.memo.wiki/d/%B5%B4%CC%C7%A4%CE%BF%CF,0,0,0.00,0.33,127,"44, 66, 100, 44, 3, 3, 16, 3, 3, 3, 3, 6",2026-07-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
estp personality,61,61,170,36,0.00,https://character-seikaku.memo.wiki/d/ESTP%A1%CA%B5%AF%B6%C8%B2%C8%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,134,"81, 81, 67, 81, 81, 67, 67, 67, 67, 81, 100, 67",2026-07-20,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
estp personality,66,66,170,36,0.00,https://character-seikaku.memo.wiki/d/ESTP,0,0,0.00,0.33,134,"81, 81, 67, 81, 81, 67, 67, 67, 67, 81, 100, 67",2026-07-20,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lntj,48,48,480,46,0.00,https://character-seikaku.memo.wiki/d/INTJ,0,0,0.00,0.33,113,"100, 100, 100, 100, 81, 81, 100, 100, 81, 81, 100, 100",2026-07-10,"Sitelinks, Video, People also ask, Related searches, AI overview","informational, navigational",Organic
華麗 なる 探偵 アリス & ペンギン キャラクター,16,16,90,23,0.00,https://character-seikaku.memo.wiki/d/%B2%DA%CE%EF%A4%CA%A4%EB%C3%B5%C4%E5%A5%A2%A5%EA%A5%B9%A1%F5%A5%DA%A5%F3%A5%AE%A5%F3,0,0,0.00,0.33,173,"3, 100, 1, 1, 1, 1, 2, 1, 5, 6, 1, 1",2026-07-01,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ガッツ ベルセルク 身長,56,56,170,30,0.00,https://character-seikaku.memo.wiki/d/%A5%D9%A5%EB%A5%BB%A5%EB%A5%AF,0,0,0.00,0.33,97,"65, 65, 81, 81, 65, 42, 54, 42, 54, 42, 81, 100",2026-08-05,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic
beastars mbti,44,44,140,22,0.00,https://character-seikaku.memo.wiki/d/%C8%FE%BD%F7%A4%C8%CC%EE%BD%C3,0,0,0.00,0.33,104,"3, 2, 2, 24, 29, 2, 5, 2, 100, 7, 81, 5",2026-08-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
hazbin 意味,37,37,260,32,0.00,https://character-seikaku.memo.wiki/d/Hazbin%20Hotel,0,0,0.00,0.33,106,"19, 19, 24, 36, 100, 67, 44, 24, 19, 19, 29, 29",2026-07-31,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ゆ ゆ 式 ゆかり,39,39,70,26,0.00,https://character-seikaku.memo.wiki/d/%A4%E6%A4%E6%BC%B0,0,0,0.00,0.33,126,"67, 67, 24, 5, 14, 5, 14, 19, 24, 100, 5, 5",2026-06-27,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
ラブ ライブ aqours メンバー,66,66,260,56,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%D6%A5%E9%A5%A4%A5%D6%21%20%A5%B5%A5%F3%A5%B7%A5%E3%A5%A4%A5%F3%21%21,0,0,0.00,0.33,105,"100, 36, 29, 36, 54, 66, 44, 36, 24, 24, 36, 19",2026-07-16,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
性格 診断 イラスト,28,28,110,27,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.33,137,"100, 65, 65, 100, 65, 65, 53, 82, 53, 53, 53, 53",2026-07-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
性格 診断 イラスト,34,34,110,27,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,137,"100, 65, 65, 100, 65, 65, 53, 82, 53, 53, 53, 53",2026-07-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
air 声優,86,86,170,22,0.00,https://character-seikaku.memo.wiki/d/AIR,0,0,0.00,0.33,151,"100, 100, 100, 81, 81, 67, 67, 67, 52, 67, 67, 81",2026-06-27,"Reviews, Video, Image, People also ask, Related searches",informational,Organic
生徒 会 役員 共 畑,49,49,70,26,0.00,https://character-seikaku.memo.wiki/d/%C0%B8%C5%CC%B2%F1%CC%F2%B0%F7%B6%A6,0,0,0.00,0.33,117,"100, 3, 3, 3, 5, 3, 82, 28, 3, 3, 3, 3",2026-07-28,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
ラピュタ マッジ,57,57,170,32,0.00,https://character-seikaku.memo.wiki/d/%C5%B7%B6%F5%A4%CE%BE%EB%A5%E9%A5%D4%A5%E5%A5%BF,0,0,0.00,0.33,105,"81, 65, 100, 65, 65, 65, 65, 65, 42, 42, 54, 81",2026-07-07,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
エニアグラム mbti,41,41,2400,24,0.41,https://character-seikaku.memo.wiki/d/%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0,0,0,0.00,0.04,106,"100, 81, 67, 53, 53, 53, 81, 44, 53, 44, 44, 44",2026-07-10,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
ハンター ハンター モブ,63,63,260,28,0.00,https://character-seikaku.memo.wiki/d/HUNTER%A1%DFHUNTER,0,0,0.00,0.33,110,"54, 67, 67, 82, 100, 67, 82, 82, 82, 82, 44, 67",2026-07-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
四 十 七 大戦 キャラ 一覧,23,23,210,25,0.00,https://character-seikaku.memo.wiki/d/%BB%CD%BD%BD%BC%B7%C2%E7%C0%EF,0,0,0.00,0.33,128,"65, 81, 54, 65, 54, 100, 100, 81, 81, 54, 81, 100",2026-08-15,"Image pack, Video, Image, People also ask, Related searches, See results about",informational,Organic
estp 診断,34,34,320,23,0.29,https://character-seikaku.memo.wiki/d/ESTP%A1%CA%B5%AF%B6%C8%B2%C8%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.39,130,"100, 81, 100, 67, 54, 67, 54, 54, 54, 54, 54, 44",2026-07-22,"Image pack, Image, People also ask, Related searches",informational,Organic
estp 診断,65,65,320,23,0.29,https://character-seikaku.memo.wiki/d/ESTP,0,0,0.00,0.39,130,"100, 81, 100, 67, 54, 67, 54, 54, 54, 54, 54, 44",2026-07-22,"Image pack, Image, People also ask, Related searches",informational,Organic
忍 霧 ザクロ,38,38,140,29,0.00,https://character-seikaku.memo.wiki/d/%A5%CA%A5%AB%A5%CE%A5%D2%A5%C8%A5%B2%A5%CE%A5%E0%A1%DA%BC%C2%B6%B7%C3%E6%A1%DB,0,0,0.00,0.33,183,"81, 100, 67, 81, 43, 52, 67, 52, 81, 67, 52, 33",2026-08-09,"Image pack, Image, People also ask, Related searches",informational,Organic
フィニアス と ファーブ 登場 人物,35,35,590,30,0.00,https://character-seikaku.memo.wiki/d/%A5%D5%A5%A3%A5%CB%A5%A2%A5%B9%A4%C8%A5%D5%A5%A1%A1%BC%A5%D6,0,0,0.00,0.33,142,"88, 88, 72, 100, 59, 39, 48, 48, 59, 48, 48, 48",2026-07-29,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
黒 執事 フランシス,43,43,110,21,0.00,https://character-seikaku.memo.wiki/d/%B9%F5%BC%B9%BB%F6,0,0,0.00,0.33,167,"100, 42, 42, 42, 35, 35, 42, 27, 35, 42, 27, 27",2026-07-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
ドラえもん 家族 構成,49,49,260,28,0.00,https://character-seikaku.memo.wiki/d/%A5%C9%A5%E9%A4%A8%A4%E2%A4%F3,0,0,0.00,0.33,106,"66, 29, 29, 36, 44, 36, 24, 15, 19, 15, 81, 100",2026-06-29,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
